	ANI	Aligned kmers	Total kmers	Query sample ID	Reference sample ID	Query hybrid contig ID	Reference hybrid contig ID	Alignment fraction
413	79.4755	3	6	UCI147	BWH57	contig000003	contig000005	0.5
413	79.4755	3	6	UCI147	BWH57	contig000003	contig000005	0.5
414	79.4755	3	6	UCI147	MGH121	contig000003	contig000008	0.5
414	79.4755	3	6	UCI147	MGH121	contig000003	contig000008	0.5
415	79.4745	3	6	UCI147	MGH7	contig000003	contig000004	0.5
415	79.4745	3	6	UCI147	MGH7	contig000003	contig000004	0.5
416	79.2514	2	6	UCI147	MGH3	contig000003	contig000005	0.3333333333333333
416	79.2514	2	6	UCI147	MGH3	contig000003	contig000005	0.3333333333333333
417	78.6449	3	6	UCI147	MGH14	contig000003	contig000008	0.5
417	78.6449	3	6	UCI147	MGH14	contig000003	contig000008	0.5
418	78.152	2	6	UCI147	MGH89	contig000003	contig000003	0.3333333333333333
418	78.152	2	6	UCI147	MGH89	contig000003	contig000003	0.3333333333333333
419	77.4318	1	6	UCI147	BIDMC87	contig000003	contig000003	0.1666666666666666
419	77.4318	1	6	UCI147	BIDMC87	contig000003	contig000003	0.1666666666666666
420	77.4318	1	6	UCI147	MGH121	contig000003	contig000010	0.1666666666666666
420	77.4318	1	6	UCI147	MGH121	contig000003	contig000010	0.1666666666666666
421	77.4318	1	6	UCI147	BIDMC100	contig000003	contig000007	0.1666666666666666
421	77.4318	1	6	UCI147	BIDMC100	contig000003	contig000007	0.1666666666666666
422	100.0	321	327	MGH103	MGH279	contig000002	contig000002	0.981651376146789
422	100.0	321	327	MGH103	MGH279	contig000002	contig000002	0.981651376146789
423	100.0	327	327	MGH103	MGH103	contig000002	contig000002	1.0
423	100.0	327	327	MGH103	MGH103	contig000002	contig000002	1.0
424	100.0	321	327	MGH103	MGH281	contig000002	contig000002	0.981651376146789
424	100.0	321	327	MGH103	MGH281	contig000002	contig000002	0.981651376146789
425	100.0	321	327	MGH103	MGH105	contig000002	contig000002	0.981651376146789
425	100.0	321	327	MGH103	MGH105	contig000002	contig000002	0.981651376146789
426	99.9977	321	327	MGH103	MGH83	contig000002	contig000002	0.981651376146789
426	99.9977	321	327	MGH103	MGH83	contig000002	contig000002	0.981651376146789
427	99.988	322	327	MGH103	MGH281c	contig000002	contig000002	0.9847094801223242
427	99.988	322	327	MGH103	MGH281c	contig000002	contig000002	0.9847094801223242
428	99.9593	321	327	MGH103	MGH7	contig000002	contig000002	0.981651376146789
428	99.9593	321	327	MGH103	MGH7	contig000002	contig000002	0.981651376146789
429	99.6219	234	327	MGH103	BIDMC107	contig000002	contig000002	0.7155963302752294
429	99.6219	234	327	MGH103	BIDMC107	contig000002	contig000002	0.7155963302752294
430	97.8121	263	327	MGH103	MGH14	contig000002	contig000002	0.8042813455657493
430	97.8121	263	327	MGH103	MGH14	contig000002	contig000002	0.8042813455657493
431	100.0	145	145	MGH103	MGH103	contig000003	contig000003	1.0
431	100.0	145	145	MGH103	MGH103	contig000003	contig000003	1.0
432	98.0038	4	145	MGH103	MGH121	contig000003	contig000006	0.0275862068965517
432	98.0038	4	145	MGH103	MGH121	contig000003	contig000006	0.0275862068965517
433	97.3324	97	145	MGH103	MGH121	contig000003	contig000002	0.6689655172413793
433	97.3324	97	145	MGH103	MGH121	contig000003	contig000002	0.6689655172413793
434	100.0	4	4	MGH103	MGH103	contig000004	contig000004	1.0
434	100.0	4	4	MGH103	MGH103	contig000004	contig000004	1.0
435	99.9644	3	4	MGH103	UCI193	contig000004	contig000004	0.75
435	99.9644	3	4	MGH103	UCI193	contig000004	contig000004	0.75
436	90.2184	3	4	MGH103	MGH7	contig000004	contig000004	0.75
436	90.2184	3	4	MGH103	MGH7	contig000004	contig000004	0.75
437	89.8934	3	4	MGH103	MGH37	contig000004	contig000003	0.75
437	89.8934	3	4	MGH103	MGH37	contig000004	contig000003	0.75
438	86.7068	1	4	MGH103	BIDMC87	contig000004	contig000003	0.25
438	86.7068	1	4	MGH103	BIDMC87	contig000004	contig000003	0.25
439	86.7068	1	4	MGH103	MGH3	contig000004	contig000007	0.25
439	86.7068	1	4	MGH103	MGH3	contig000004	contig000007	0.25
440	86.7068	1	4	MGH103	MGH3	contig000004	contig000008	0.25
440	86.7068	1	4	MGH103	MGH3	contig000004	contig000008	0.25
441	85.1887	2	4	MGH103	MGH37	contig000004	contig000004	0.5
441	85.1887	2	4	MGH103	MGH37	contig000004	contig000004	0.5
442	83.201	1	4	MGH103	UCI187	contig000004	contig000005	0.25
442	83.201	1	4	MGH103	UCI187	contig000004	contig000005	0.25
443	83.201	1	4	MGH103	BIDMC100	contig000004	contig000006	0.25
443	83.201	1	4	MGH103	BIDMC100	contig000004	contig000006	0.25
444	82.53	2	4	MGH103	MGH14	contig000004	contig000008	0.5
444	82.53	2	4	MGH103	MGH14	contig000004	contig000008	0.5
445	81.849	1	4	MGH103	BIDMC100	contig000004	contig000007	0.25
445	81.849	1	4	MGH103	BIDMC100	contig000004	contig000007	0.25
446	81.8107	3	4	MGH103	BIDMC100	contig000004	contig000005	0.75
446	81.8107	3	4	MGH103	BIDMC100	contig000004	contig000005	0.75
447	81.36	3	4	MGH103	BWH56	contig000004	contig000005	0.75
447	81.36	3	4	MGH103	BWH56	contig000004	contig000005	0.75
448	81.36	3	4	MGH103	BWH57	contig000004	contig000005	0.75
448	81.36	3	4	MGH103	BWH57	contig000004	contig000005	0.75
449	81.3127	2	4	MGH103	UCI75	contig000004	contig000006	0.5
449	81.3127	2	4	MGH103	UCI75	contig000004	contig000006	0.5
450	80.775	3	4	MGH103	MGH3	contig000004	contig000005	0.75
450	80.775	3	4	MGH103	MGH3	contig000004	contig000005	0.75
451	80.5469	3	4	MGH103	UCI93	contig000004	contig000005	0.75
451	80.5469	3	4	MGH103	UCI93	contig000004	contig000005	0.75
452	80.5469	3	4	MGH103	UCI105	contig000004	contig000008	0.75
452	80.5469	3	4	MGH103	UCI105	contig000004	contig000008	0.75
453	80.2502	3	4	MGH103	MGH121	contig000004	contig000008	0.75
453	80.2502	3	4	MGH103	MGH121	contig000004	contig000008	0.75
454	80.0939	1	4	MGH103	MGH121	contig000004	contig000010	0.25
454	80.0939	1	4	MGH103	MGH121	contig000004	contig000010	0.25
455	80.0939	1	4	MGH103	MGH103	contig000004	contig000005	0.25
455	80.0939	1	4	MGH103	MGH103	contig000004	contig000005	0.25
456	79.8958	2	4	MGH103	UCI93	contig000004	contig000006	0.5
456	79.8958	2	4	MGH103	UCI93	contig000004	contig000006	0.5
457	78.604	2	4	MGH103	MGH121	contig000004	contig000005	0.5
457	78.604	2	4	MGH103	MGH121	contig000004	contig000005	0.5
458	78.594	2	4	MGH103	UCI147	contig000004	contig000003	0.5
458	78.594	2	4	MGH103	UCI147	contig000004	contig000003	0.5
459	77.603	1	4	MGH103	MGH113	contig000004	contig000007	0.25
459	77.603	1	4	MGH103	MGH113	contig000004	contig000007	0.25
460	100.0	2	2	MGH103	MGH103	contig000005	contig000005	1.0
460	100.0	2	2	MGH103	MGH103	contig000005	contig000005	1.0
461	96.8073	1	2	MGH103	BIDMC100	contig000005	contig000006	0.5
461	96.8073	1	2	MGH103	BIDMC100	contig000005	contig000006	0.5
462	96.5024	1	2	MGH103	MGH3	contig000005	contig000008	0.5
462	96.5024	1	2	MGH103	MGH3	contig000005	contig000008	0.5
463	87.4069	1	2	MGH103	UCI193	contig000005	contig000004	0.5
463	87.4069	1	2	MGH103	UCI193	contig000005	contig000004	0.5
464	87.4069	1	2	MGH103	MGH103	contig000005	contig000004	0.5
464	87.4069	1	2	MGH103	MGH103	contig000005	contig000004	0.5
465	87.4069	1	2	MGH103	MGH37	contig000005	contig000004	0.5
465	87.4069	1	2	MGH103	MGH37	contig000005	contig000004	0.5
466	86.7902	1	2	MGH103	MGH7	contig000005	contig000004	0.5
466	86.7902	1	2	MGH103	MGH7	contig000005	contig000004	0.5
467	85.3039	1	2	MGH103	BIDMC100	contig000005	contig000007	0.5
467	85.3039	1	2	MGH103	BIDMC100	contig000005	contig000007	0.5
468	85.3039	1	2	MGH103	MGH37	contig000005	contig000003	0.5
468	85.3039	1	2	MGH103	MGH37	contig000005	contig000003	0.5
469	85.3039	1	2	MGH103	MGH121	contig000005	contig000006	0.5
469	85.3039	1	2	MGH103	MGH121	contig000005	contig000006	0.5
470	83.2866	1	2	MGH103	BIDMC19A	contig000005	contig000004	0.5
470	83.2866	1	2	MGH103	BIDMC19A	contig000005	contig000004	0.5
471	83.2866	1	2	MGH103	BIDMC82	contig000005	contig000006	0.5
471	83.2866	1	2	MGH103	BIDMC82	contig000005	contig000006	0.5
472	83.2866	1	2	MGH103	MGH3	contig000005	contig000007	0.5
472	83.2866	1	2	MGH103	MGH3	contig000005	contig000007	0.5
473	81.9352	1	2	MGH103	UCI105	contig000005	contig000008	0.5
473	81.9352	1	2	MGH103	UCI105	contig000005	contig000008	0.5
474	81.9352	1	2	MGH103	BWH56	contig000005	contig000005	0.5
474	81.9352	1	2	MGH103	BWH56	contig000005	contig000005	0.5
475	81.9352	1	2	MGH103	BWH57	contig000005	contig000005	0.5
475	81.9352	1	2	MGH103	BWH57	contig000005	contig000005	0.5
476	81.9352	1	2	MGH103	MGH121	contig000005	contig000010	0.5
476	81.9352	1	2	MGH103	MGH121	contig000005	contig000010	0.5
477	81.9352	1	2	MGH103	BIDMC100	contig000005	contig000005	0.5
477	81.9352	1	2	MGH103	BIDMC100	contig000005	contig000005	0.5
478	81.9352	1	2	MGH103	UCI75	contig000005	contig000006	0.5
478	81.9352	1	2	MGH103	UCI75	contig000005	contig000006	0.5
479	81.9352	1	2	MGH103	UCI93	contig000005	contig000005	0.5
479	81.9352	1	2	MGH103	UCI93	contig000005	contig000005	0.5
480	81.0368	2	2	MGH103	BWH50	contig000005	contig000003	1.0
480	81.0368	2	2	MGH103	BWH50	contig000005	contig000003	1.0
481	80.1807	1	2	MGH103	MGH121	contig000005	contig000005	0.5
481	80.1807	1	2	MGH103	MGH121	contig000005	contig000005	0.5
482	80.1807	1	2	MGH103	MGH121	contig000005	contig000008	0.5
482	80.1807	1	2	MGH103	MGH121	contig000005	contig000008	0.5
483	80.1807	1	2	MGH103	BWH50	contig000005	contig000006	0.5
483	80.1807	1	2	MGH103	BWH50	contig000005	contig000006	0.5
484	80.1807	1	2	MGH103	MGH14	contig000005	contig000008	0.5
484	80.1807	1	2	MGH103	MGH14	contig000005	contig000008	0.5
485	80.1807	1	2	MGH103	MGH121	contig000005	contig000009	0.5
485	80.1807	1	2	MGH103	MGH121	contig000005	contig000009	0.5
486	80.1807	1	2	MGH103	BWH50	contig000005	contig000004	0.5
486	80.1807	1	2	MGH103	BWH50	contig000005	contig000004	0.5
487	80.1807	1	2	MGH103	MGH3	contig000005	contig000005	0.5
487	80.1807	1	2	MGH103	MGH3	contig000005	contig000005	0.5
488	80.1807	1	2	MGH103	MGH113	contig000005	contig000007	0.5
488	80.1807	1	2	MGH103	MGH113	contig000005	contig000007	0.5
489	78.3445	2	2	MGH103	BIDMC87	contig000005	contig000003	1.0
489	78.3445	2	2	MGH103	BIDMC87	contig000005	contig000003	1.0
490	78.3445	2	2	MGH103	UCI187	contig000005	contig000005	1.0
490	78.3445	2	2	MGH103	UCI187	contig000005	contig000005	1.0
491	77.6904	1	2	MGH103	BIDMC19A	contig000005	contig000003	0.5
491	77.6904	1	2	MGH103	BIDMC19A	contig000005	contig000003	0.5
492	77.6904	1	2	MGH103	BIDMC82	contig000005	contig000005	0.5
492	77.6904	1	2	MGH103	BIDMC82	contig000005	contig000005	0.5
493	73.4024	1	2	MGH103	MGH3	contig000005	contig000002	0.5
493	73.4024	1	2	MGH103	MGH3	contig000005	contig000002	0.5
494	73.4024	1	2	MGH103	MGH89	contig000005	contig000003	0.5
494	73.4024	1	2	MGH103	MGH89	contig000005	contig000003	0.5
495	73.4024	1	2	MGH103	MGH39	contig000005	contig000002	0.5
495	73.4024	1	2	MGH103	MGH39	contig000005	contig000002	0.5
496	73.4024	1	2	MGH103	MGH193	contig000005	contig000005	0.5
496	73.4024	1	2	MGH103	MGH193	contig000005	contig000005	0.5
497	73.4024	1	2	MGH103	BIDMC108	contig000005	contig000003	0.5
497	73.4024	1	2	MGH103	BIDMC108	contig000005	contig000003	0.5
498	73.4024	1	2	MGH103	MGH14	contig000005	contig000003	0.5
498	73.4024	1	2	MGH103	MGH14	contig000005	contig000003	0.5
499	73.4024	1	2	MGH103	UCI187	contig000005	contig000002	0.5
499	73.4024	1	2	MGH103	UCI187	contig000005	contig000002	0.5
500	73.4024	1	2	MGH103	BWH57	contig000005	contig000002	0.5
500	73.4024	1	2	MGH103	BWH57	contig000005	contig000002	0.5
501	73.4024	1	2	MGH103	BWH56	contig000005	contig000002	0.5
501	73.4024	1	2	MGH103	BWH56	contig000005	contig000002	0.5
502	73.4024	1	2	MGH103	UCI75	contig000005	contig000002	0.5
502	73.4024	1	2	MGH103	UCI75	contig000005	contig000002	0.5
503	73.4024	1	2	MGH103	MGH197	contig000005	contig000003	0.5
503	73.4024	1	2	MGH103	MGH197	contig000005	contig000003	0.5
504	73.4024	1	2	MGH103	MGH37	contig000005	contig000002	0.5
504	73.4024	1	2	MGH103	MGH37	contig000005	contig000002	0.5
505	73.4024	1	2	MGH103	BIDMC107	contig000005	contig000002	0.5
505	73.4024	1	2	MGH103	BIDMC107	contig000005	contig000002	0.5
506	73.4024	1	2	MGH103	MGH113	contig000005	contig000002	0.5
506	73.4024	1	2	MGH103	MGH113	contig000005	contig000002	0.5
507	73.4024	1	2	MGH103	UCI75	contig000005	contig000003	0.5
507	73.4024	1	2	MGH103	UCI75	contig000005	contig000003	0.5
508	73.4024	1	2	MGH103	MGH113	contig000005	contig000005	0.5
508	73.4024	1	2	MGH103	MGH113	contig000005	contig000005	0.5
509	73.4024	1	2	MGH103	BIDMC108	contig000005	contig000004	0.5
509	73.4024	1	2	MGH103	BIDMC108	contig000005	contig000004	0.5
510	73.4024	1	2	MGH103	UCI93	contig000005	contig000003	0.5
510	73.4024	1	2	MGH103	UCI93	contig000005	contig000003	0.5
511	73.4024	1	2	MGH103	MGH89	contig000005	contig000002	0.5
511	73.4024	1	2	MGH103	MGH89	contig000005	contig000002	0.5
512	73.4024	1	2	MGH103	UCI105	contig000005	contig000002	0.5
512	73.4024	1	2	MGH103	UCI105	contig000005	contig000002	0.5
513	73.4024	1	2	MGH103	UCI105	contig000005	contig000006	0.5
513	73.4024	1	2	MGH103	UCI105	contig000005	contig000006	0.5
514	100.0	9	9	MGH247	MGH247	contig000002	contig000002	1.0
514	100.0	9	9	MGH247	MGH247	contig000002	contig000002	1.0
515	99.9751	9	9	MGH247	UCI179	contig000002	contig000002	1.0
515	99.9751	9	9	MGH247	UCI179	contig000002	contig000002	1.0
516	99.9503	9	9	MGH247	UCI75	contig000002	contig000005	1.0
516	99.9503	9	9	MGH247	UCI75	contig000002	contig000005	1.0
517	99.9446	9	9	MGH247	UCI105	contig000002	contig000007	1.0
517	99.9446	9	9	MGH247	UCI105	contig000002	contig000007	1.0
518	99.628	9	9	MGH247	UCI93	contig000002	contig000004	1.0
518	99.628	9	9	MGH247	UCI93	contig000002	contig000004	1.0
519	81.9352	1	9	MGH247	MGH3	contig000002	contig000008	0.1111111111111111
519	81.9352	1	9	MGH247	MGH3	contig000002	contig000008	0.1111111111111111
520	81.9352	1	9	MGH247	BIDMC100	contig000002	contig000007	0.1111111111111111
520	81.9352	1	9	MGH247	BIDMC100	contig000002	contig000007	0.1111111111111111
521	80.1807	1	9	MGH247	BIDMC87	contig000002	contig000003	0.1111111111111111
521	80.1807	1	9	MGH247	BIDMC87	contig000002	contig000003	0.1111111111111111
522	80.1807	1	9	MGH247	BIDMC100	contig000002	contig000006	0.1111111111111111
522	80.1807	1	9	MGH247	BIDMC100	contig000002	contig000006	0.1111111111111111
523	80.1807	1	9	MGH247	MGH3	contig000002	contig000007	0.1111111111111111
523	80.1807	1	9	MGH247	MGH3	contig000002	contig000007	0.1111111111111111
524	77.6904	1	9	MGH247	UCI187	contig000002	contig000005	0.1111111111111111
524	77.6904	1	9	MGH247	UCI187	contig000002	contig000005	0.1111111111111111
525	76.6631	2	9	MGH247	MGH14	contig000002	contig000008	0.2222222222222222
525	76.6631	2	9	MGH247	MGH14	contig000002	contig000008	0.2222222222222222
526	76.6631	2	9	MGH247	MGH3	contig000002	contig000005	0.2222222222222222
526	76.6631	2	9	MGH247	MGH3	contig000002	contig000005	0.2222222222222222
527	73.4024	1	9	MGH247	MGH121	contig000002	contig000010	0.1111111111111111
527	73.4024	1	9	MGH247	MGH121	contig000002	contig000010	0.1111111111111111
528	73.4024	1	9	MGH247	MGH113	contig000002	contig000007	0.1111111111111111
528	73.4024	1	9	MGH247	MGH113	contig000002	contig000007	0.1111111111111111
529	73.4024	1	9	MGH247	MGH103	contig000002	contig000005	0.1111111111111111
529	73.4024	1	9	MGH247	MGH103	contig000002	contig000005	0.1111111111111111
530	100.0	417	417	MGH7	MGH7	contig000002	contig000002	1.0
530	100.0	417	417	MGH7	MGH7	contig000002	contig000002	1.0
531	99.9314	322	417	MGH7	MGH281	contig000002	contig000002	0.7721822541966427
531	99.9314	322	417	MGH7	MGH281	contig000002	contig000002	0.7721822541966427
532	99.9314	322	417	MGH7	MGH279	contig000002	contig000002	0.7721822541966427
532	99.9314	322	417	MGH7	MGH279	contig000002	contig000002	0.7721822541966427
533	99.9314	322	417	MGH7	MGH105	contig000002	contig000002	0.7721822541966427
533	99.9314	322	417	MGH7	MGH105	contig000002	contig000002	0.7721822541966427
534	99.9267	322	417	MGH7	MGH103	contig000002	contig000002	0.7721822541966427
534	99.9267	322	417	MGH7	MGH103	contig000002	contig000002	0.7721822541966427
535	99.9214	323	417	MGH7	MGH83	contig000002	contig000002	0.7745803357314148
535	99.9214	323	417	MGH7	MGH83	contig000002	contig000002	0.7745803357314148
536	99.8081	7	417	MGH7	MGH14	contig000002	contig000004	0.0167865707434052
536	99.8081	7	417	MGH7	MGH14	contig000002	contig000004	0.0167865707434052
537	99.4973	5	417	MGH7	MGH14	contig000002	contig000005	0.0119904076738609
537	99.4973	5	417	MGH7	MGH14	contig000002	contig000005	0.0119904076738609
538	99.428	254	417	MGH7	BIDMC107	contig000002	contig000002	0.6091127098321343
538	99.428	254	417	MGH7	BIDMC107	contig000002	contig000002	0.6091127098321343
539	99.2955	332	417	MGH7	MGH281c	contig000002	contig000002	0.7961630695443646
539	99.2955	332	417	MGH7	MGH281c	contig000002	contig000002	0.7961630695443646
540	97.8914	281	417	MGH7	MGH14	contig000002	contig000002	0.6738609112709832
540	97.8914	281	417	MGH7	MGH14	contig000002	contig000002	0.6738609112709832
541	93.1301	6	417	MGH7	UCI105	contig000002	contig000007	0.014388489208633
541	93.1301	6	417	MGH7	UCI105	contig000002	contig000007	0.014388489208633
542	100.0	29	29	MGH7	MGH7	contig000003	contig000003	1.0
542	100.0	29	29	MGH7	MGH7	contig000003	contig000003	1.0
543	100.0	5	5	MGH7	MGH7	contig000004	contig000004	1.0
543	100.0	5	5	MGH7	MGH7	contig000004	contig000004	1.0
544	95.6028	3	5	MGH7	MGH37	contig000004	contig000003	0.6
544	95.6028	3	5	MGH7	MGH37	contig000004	contig000003	0.6
545	93.3076	2	5	MGH7	UCI193	contig000004	contig000004	0.4
545	93.3076	2	5	MGH7	UCI193	contig000004	contig000004	0.4
546	93.2463	1	5	MGH7	BIDMC100	contig000004	contig000006	0.2
546	93.2463	1	5	MGH7	BIDMC100	contig000004	contig000006	0.2
547	93.0001	3	5	MGH7	MGH103	contig000004	contig000004	0.6
547	93.0001	3	5	MGH7	MGH103	contig000004	contig000004	0.6
548	92.5325	2	5	MGH7	MGH37	contig000004	contig000004	0.4
548	92.5325	2	5	MGH7	MGH37	contig000004	contig000004	0.4
549	91.9705	1	5	MGH7	MGH3	contig000004	contig000008	0.2
549	91.9705	1	5	MGH7	MGH3	contig000004	contig000008	0.2
550	91.1733	1	5	MGH7	UCI187	contig000004	contig000005	0.2
550	91.1733	1	5	MGH7	UCI187	contig000004	contig000005	0.2
551	90.8756	1	5	MGH7	BIDMC87	contig000004	contig000003	0.2
551	90.8756	1	5	MGH7	BIDMC87	contig000004	contig000003	0.2
552	89.8582	1	5	MGH7	MGH103	contig000004	contig000005	0.2
552	89.8582	1	5	MGH7	MGH103	contig000004	contig000005	0.2
553	89.8582	1	5	MGH7	BIDMC100	contig000004	contig000007	0.2
553	89.8582	1	5	MGH7	BIDMC100	contig000004	contig000007	0.2
554	89.4683	1	5	MGH7	MGH121	contig000004	contig000010	0.2
554	89.4683	1	5	MGH7	MGH121	contig000004	contig000010	0.2
555	89.4683	1	5	MGH7	MGH113	contig000004	contig000007	0.2
555	89.4683	1	5	MGH7	MGH113	contig000004	contig000007	0.2
556	85.4328	1	5	MGH7	MGH3	contig000004	contig000007	0.2
556	85.4328	1	5	MGH7	MGH3	contig000004	contig000007	0.2
557	85.1235	3	5	MGH7	UCI93	contig000004	contig000005	0.6
557	85.1235	3	5	MGH7	UCI93	contig000004	contig000005	0.6
558	84.3115	3	5	MGH7	BIDMC100	contig000004	contig000005	0.6
558	84.3115	3	5	MGH7	BIDMC100	contig000004	contig000005	0.6
559	84.2468	3	5	MGH7	BWH57	contig000004	contig000005	0.6
559	84.2468	3	5	MGH7	BWH57	contig000004	contig000005	0.6
560	84.2468	3	5	MGH7	BWH56	contig000004	contig000005	0.6
560	84.2468	3	5	MGH7	BWH56	contig000004	contig000005	0.6
561	83.6483	3	5	MGH7	UCI105	contig000004	contig000008	0.6
561	83.6483	3	5	MGH7	UCI105	contig000004	contig000008	0.6
562	83.3944	3	5	MGH7	MGH121	contig000004	contig000008	0.6
562	83.3944	3	5	MGH7	MGH121	contig000004	contig000008	0.6
563	82.7561	2	5	MGH7	UCI93	contig000004	contig000006	0.4
563	82.7561	2	5	MGH7	UCI93	contig000004	contig000006	0.4
564	81.7797	3	5	MGH7	MGH14	contig000004	contig000008	0.6
564	81.7797	3	5	MGH7	MGH14	contig000004	contig000008	0.6
565	81.1952	3	5	MGH7	MGH3	contig000004	contig000005	0.6
565	81.1952	3	5	MGH7	MGH3	contig000004	contig000005	0.6
566	77.8239	1	5	MGH7	BWH50	contig000004	contig000006	0.2
566	77.8239	1	5	MGH7	BWH50	contig000004	contig000006	0.2
567	73.5368	1	5	MGH7	MGH121	contig000004	contig000009	0.2
567	73.5368	1	5	MGH7	MGH121	contig000004	contig000009	0.2
568	100.0	7	151	MGH240	MGH105	contig000002	contig000004	0.0463576158940397
568	100.0	7	151	MGH240	MGH105	contig000002	contig000004	0.0463576158940397
569	100.0	151	151	MGH240	MGH240	contig000002	contig000002	1.0
569	100.0	151	151	MGH240	MGH240	contig000002	contig000002	1.0
570	99.5067	5	151	MGH240	MGH105	contig000002	contig000005	0.0331125827814569
570	99.5067	5	151	MGH240	MGH105	contig000002	contig000005	0.0331125827814569
571	98.7224	64	151	MGH240	UCI148	contig000002	contig000002	0.423841059602649
571	98.7224	64	151	MGH240	UCI148	contig000002	contig000002	0.423841059602649
572	98.4913	62	151	MGH240	MGH279	contig000002	contig000003	0.4105960264900662
572	98.4913	62	151	MGH240	MGH279	contig000002	contig000003	0.4105960264900662
573	98.4913	62	151	MGH240	MGH281	contig000002	contig000003	0.4105960264900662
573	98.4913	62	151	MGH240	MGH281	contig000002	contig000003	0.4105960264900662
574	98.0878	62	151	MGH240	UCI147	contig000002	contig000002	0.4105960264900662
574	98.0878	62	151	MGH240	UCI147	contig000002	contig000002	0.4105960264900662
575	97.8012	58	151	MGH240	MGH105	contig000002	contig000003	0.3841059602649007
575	97.8012	58	151	MGH240	MGH105	contig000002	contig000003	0.3841059602649007
576	97.7624	65	151	MGH240	MGH283	contig000002	contig000002	0.4304635761589404
576	97.7624	65	151	MGH240	MGH283	contig000002	contig000002	0.4304635761589404
577	96.2907	60	151	MGH240	MGH83	contig000002	contig000004	0.3973509933774834
577	96.2907	60	151	MGH240	MGH83	contig000002	contig000004	0.3973509933774834
578	96.1981	76	151	MGH240	MGH281c	contig000002	contig000002	0.5033112582781457
578	96.1981	76	151	MGH240	MGH281c	contig000002	contig000002	0.5033112582781457
579	95.8074	62	151	MGH240	MGH39	contig000002	contig000003	0.4105960264900662
579	95.8074	62	151	MGH240	MGH39	contig000002	contig000003	0.4105960264900662
580	93.1047	3	151	MGH240	MGH113	contig000002	contig000006	0.0198675496688741
580	93.1047	3	151	MGH240	MGH113	contig000002	contig000006	0.0198675496688741
581	73.4024	1	151	MGH240	MGH121	contig000002	contig000010	0.0066225165562913
581	73.4024	1	151	MGH240	MGH121	contig000002	contig000010	0.0066225165562913
582	100.0	56	56	MGH240	MGH240	contig000003	contig000003	1.0
582	100.0	56	56	MGH240	MGH240	contig000003	contig000003	1.0
583	100.0	182	184	UCI93	UCI93	contig000002	contig000002	0.9891304347826086
583	100.0	182	184	UCI93	UCI93	contig000002	contig000002	0.9891304347826086
584	99.8883	100	184	UCI93	UCI105	contig000002	contig000003	0.5434782608695652
584	99.8883	100	184	UCI93	UCI105	contig000002	contig000003	0.5434782608695652
585	98.5297	47	184	UCI93	UCI105	contig000002	contig000004	0.2554347826086957
585	98.5297	47	184	UCI93	UCI105	contig000002	contig000004	0.2554347826086957
586	98.453	3	184	UCI93	MGH121	contig000002	contig000006	0.0163043478260869
586	98.453	3	184	UCI93	MGH121	contig000002	contig000006	0.0163043478260869
587	96.2781	35	184	UCI93	UCI105	contig000002	contig000005	0.1902173913043478
587	96.2781	35	184	UCI93	UCI105	contig000002	contig000005	0.1902173913043478
588	95.3311	33	184	UCI93	UCI75	contig000002	contig000004	0.1793478260869565
588	95.3311	33	184	UCI93	UCI75	contig000002	contig000004	0.1793478260869565
589	95.2496	35	184	UCI93	MGH121	contig000002	contig000004	0.1902173913043478
589	95.2496	35	184	UCI93	MGH121	contig000002	contig000004	0.1902173913043478
590	94.8908	48	184	UCI93	MGH6	contig000002	contig000002	0.2608695652173913
590	94.8908	48	184	UCI93	MGH6	contig000002	contig000002	0.2608695652173913
591	94.7037	46	184	UCI93	MGH1	contig000002	contig000002	0.25
591	94.7037	46	184	UCI93	MGH1	contig000002	contig000002	0.25
592	90.8048	88	184	UCI93	MGH89	contig000002	contig000002	0.4782608695652174
592	90.8048	88	184	UCI93	MGH89	contig000002	contig000002	0.4782608695652174
593	88.7166	11	184	UCI93	MGH113	contig000002	contig000004	0.0597826086956521
593	88.7166	11	184	UCI93	MGH113	contig000002	contig000004	0.0597826086956521
594	87.9991	49	184	UCI93	MGH105	contig000002	contig000003	0.266304347826087
594	87.9991	49	184	UCI93	MGH105	contig000002	contig000003	0.266304347826087
595	100.0	43	43	UCI93	UCI93	contig000003	contig000003	1.0
595	100.0	43	43	UCI93	UCI93	contig000003	contig000003	1.0
596	99.9967	42	43	UCI93	UCI105	contig000003	contig000006	0.9767441860465116
596	99.9967	42	43	UCI93	UCI105	contig000003	contig000006	0.9767441860465116
597	99.8953	43	43	UCI93	UCI75	contig000003	contig000003	1.0
597	99.8953	43	43	UCI93	UCI75	contig000003	contig000003	1.0
598	80.9874	23	43	UCI93	BWH57	contig000003	contig000003	0.5348837209302325
598	80.9874	23	43	UCI93	BWH57	contig000003	contig000003	0.5348837209302325
599	80.9874	23	43	UCI93	BWH56	contig000003	contig000003	0.5348837209302325
599	80.9874	23	43	UCI93	BWH56	contig000003	contig000003	0.5348837209302325
600	78.1468	1	43	UCI93	MGH121	contig000003	contig000009	0.0232558139534883
600	78.1468	1	43	UCI93	MGH121	contig000003	contig000009	0.0232558139534883
601	73.8622	1	43	UCI93	MGH3	contig000003	contig000007	0.0232558139534883
601	73.8622	1	43	UCI93	MGH3	contig000003	contig000007	0.0232558139534883
